[eSearchID]	[smart_phone_user_check]	[current_phone]	[current_phone] [other]	[SmartPhone_Model]	[alt_phone]	[Searching_and_Trying.0]	[Searching_and_Trying.1]	[Searching_and_Trying.2]	[Defending.0]	[Defending.1]	[Defending.2]	[Staying.0]	[Staying.1]	[Staying.2]	[Staying.3]	[Upgrading.0]	[Upgrading.1]	[Upgrading.2]	[Upgrading.3]	[Opposing.0]	[Opposing.1]	[Opposing.2]	[Opposing.3]	[Threats_to_Social_Identity.0]	[Threats_to_Social_Identity.1]	[Threats_to_Social_Identity.2]	[Threats_to_Social_Identity.3]	[Threats_to_Self_Image.0]	[Threats_to_Self_Image.1]	[Threats_to_Self_Image.2]	[Threats_to_Self_Image.3]	[Threats_to_Ability.0]	[Threats_to_Ability.1]	[Threats_to_Ability.2]	[Threats_to_Ability.3]	[Transfer_Cost.0]	[Transfer_Cost.1]	[Transfer_Cost.2]	[Transfer_Cost.3]	[Learning_Cost.0]	[Learning_Cost.1]	[Learning_Cost.2]	[Learning_Cost.3]	[Search_Cost.0]	[Search_Cost.1]	[Search_Cost.2]	[Service_Uncertainty.0]	[Service_Uncertainty.1]	[Service_Uncertainty.2]	[Benefit_Loss_Cost.0]	[Benefit_Loss_Cost.1]	[Benefit_Loss_Cost.2]	[Benefit_Loss_Cost.3]	[User_Identification.0]	[User_Identification.1]	[User_Identification.2]	[Brand_Identification.0]	[Brand_Identification.1]	[Brand_Identification.2]	[Brand_Identification.3]	[Alt_image.0]	[Alt_image.1]	[Alt_image.2]	[Habit.0]	[Habit.1]	[Habit.2]	[Habit.3]	[Inertia_Cognitive.0]	[Inertia_Cognitive.1]	[Inertia_Cognitive.2]	[Inertia_Behavioral.0]	[Inertia_Behavioral.1]	[Inertia_Behavioral.2]	[Inertia_Behavioral.3]	[Inertia_Affective.0]	[Inertia_Affective.1]	[Inertia_Affective.2]	[Self_efficacy.0]	[Self_efficacy.1]	[Self_efficacy.2]	[Self_efficacy.3]	[Ease_of_Use.0]	[Ease_of_Use.1]	[Ease_of_Use.2]	[Relative_Advantage.0]	[Relative_Advantage.1]	[Relative_Advantage.2]	[Familiarity.0]	[Familiarity.1]	[Familiarity.2]	[Relative_price]	[Smartphone_Attentiveness.0]	[Smartphone_Attentiveness.1]	[Smartphone_Attentiveness.2]	[Ego_Involvement.0]	[Ego_Involvement.1]	[Ego_Involvement.2]	[Gender]	[Age]	[Household_Income.0]	[Smartphone_Experience.0]	[Smartphone_Experience.1]	[Smartphone_Experience.2]	[Frequency]
1561363	1	2		SCH720C	1	3	3	3	6	2	5	5	5	4	5	2	5	3	6	3	4	5	4	2	3	3	5	5	4	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	5	5	5	5	5	5	5	7	7	6	7	7	7	7	4	4	6	3	5	5	5	5	5	5	3	4	5	6	3	3	3	4	4	4	3	5	5	7	1	1	1	2	2	3	1	4	8	2	6	3	4
1378389	1	2		5S	1	5	6	5	4	4	6	2	5	3	3	2	2	5	5	2	2	2	2	1	1	1	1	1	1	4	1	4	4	4	4	4	4	4	2	5	6	5	4	3	3	5	2	7	3	4	5	5	2	6	6	4	1	1	1	1	1	1	1	2	2	5	5	2	2	4	5	5	5	5	6	5	5	1	1	5	7	4	4	4	6	6	6	4	3	4	3	1	2	5	1	1	1	0	5	5	1	1	1	3
SR062614	1	6		Lumia 620	2	7	7	6	4	4	4	1	1	3	2	1	2	2	7	4	5	4	1	3	3	7	4	4	1	1	1	1	1	1	1	4	4	7	4	7	7	4	4	4	1	5	1	1	2	1	1	1	1	7	7	7	4	4	4	4	7	7	7	7	7	7	7	7	4	4	1	1	7	1	4	4	2	5	1	1	4	7	7	7	7	7	7	4	4	4	6	7	7	7	1	7	7	0	4	2	2	3	1	4
88876	1	1			2	2	1	1	6	7	6	5	7	6	5	5	6	6	5	2	2	1	2	2	1	5	2	5	3	4	6	1	3	2	5	5	5	5	3	5	6	5	5	6	5	3	5	6	5	5	5	3	3	4	4	3	3	4	4	4	1	5	5	5	5	6	6	5	4	6	5	6	6	7	7	6	6	5	5	4	6	4	4	4	4	4	4	1	1	1	3	1	1	1	1	1	4	1	5	10	1	1	1	1
1319081	1	1		5s	2	6	4	1	4	4	5	6	4	5	7	6	7	6	6	4	4	4	1	4	3	4	4	6	5	4	7	6	1	1	1	1	1	1	2	2	4	4	3	4	4	3	4	4	7	6	5	1	1	5	5	4	5	6	6	6	2	2	4	7	7	7	7	5	4	4	5	6	6	7	7	7	4	6	6	7	7	6	6	6	3	3	3	1	3	1	4	5	5	4	5	5	6	0	5	6	3	5	5	3
352634	1	1		5S	2	3	3	5	4	4	3	2	3	1	1	1	1	1	5	5	6	4	6	7	7	7	7	7	7	7	7	7	5	4	3	3	3	3	3	3	3	3	3	3	4	1	3	3	1	1	1	1	1	1	1	4	1	3	2	4	6	6	6	1	1	1	1	1	4	1	4	1	1	1	1	1	3	1	1	1	1	4	5	4	4	6	5	5	4	5	4	2	2	2	4	4	3	1	4	1	3	7	6	5
987821	1	2		"""s3"""	1	1	4	4	2	5	3	5	4	3	4	3	3	4	6	7	6	6	7	4	6	5	6	6	7	7	7	6	4	4	2	4	5	6	7	4	4	4	5	5	6	5	5	1	7	5	2	2	3	2	4	4	5	4	4	7	6	3	2	1	2	2	2	6	6	7	6	6	6	5	2	3	5	2	5	1	2	5	5	5	4	4	4	6	3	5	5	4	3	3	3	4	2	0	4	2	3	4	2	4
SR062614	1	3			2	3	5	1	1	4	1	5	1	1	1	1	2	6	1	4	7	4	4	4	1	4	2	4	3	1	2	1	3	2	2	3	1	5	1	1	1	2	3	2	2	1	2	3	4	2	2	2	1	2	2	2	1	2	4	3	5	2	2	5	3	5	3	3	4	2	3	2	5	3	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	4	14	4	2	1	7
1324983	1	1		iphone 4S	2	3	3	3	5	5	5	5	5	5	6	5	5	5	5	2	2	4	4	2	2	1	1	2	2	2	4	5	2	4	3	3	3	3	3	5	5	3	3	5	5	4	3	3	4	4	4	4	2	4	2	1	2	2	2	2	3	2	2	6	3	3	4	5	5	5	5	5	5	5	5	5	5	6	6	6	6	4	4	4	4	4	4	1	1	1	4	1	1	1	1	1	1	1	4	5	2	3	2	6
41714	1	1		5S	2	7	7	4	5	5	3	4	6	4	4	6	6	4	7	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	5	4	5	5	4	5	5	5	3	5	5	5	4	4	5	7	5	5	7	7	7	7	7	7	7	1	2	2	7	7	7	7	3	2	1	1	1	1	5	6	6	6	5	3	5	7	5	5	5	4	4	4	1	1	1	3	5	5	6	2	2	7	0	5	4	1	1	1	7
472783	1	1		S4	2	5	5	5	7	7	7	3	3	5	5	5	5	5	5	4	3	3	3	1	1	1	1	1	1	7	7	6	6	6	6	6	6	6	6	6	7	7	7	6	5	7	7	7	7	6	5	5	4	4	4	4	5	5	5	5	4	4	4	6	6	6	6	4	4	4	3	5	5	5	5	5	6	6	6	6	6	4	4	4	3	3	3	1	1	1	4	6	5	5	3	3	5	1	4	8	3	2	1	7
1561429	1	1		5C	2	7	7	7	3	4	4	1	1	1	5	4	4	4	3	5	5	4	7	7	6	7	7	6	7	2	5	6	6	4	4	7	5	7	7	3	3	6	7	5	7	4	7	7	7	6	4	5	7	3	7	5	7	4	3	5	7	4	6	1	5	1	1	4	4	4	5	3	2	4	5	2	7	1	1	1	1	1	2	2	2	5	4	5	7	4	3	1	1	1	1	1	1	1	4	8	6	7	1	7
101971	1	1			2	4	4	1	7	7	5	6	7	7	7	5	6	5	5	4	4	4	4	4	4	4	4	6	5	6	7	4	5	5	5	7	6	6	7	7	7	6	6	7	6	6	5	4	6	6	6	6	6	6	6	6	7	7	7	7	4	4	4	7	7	7	7	6	5	7	5	6	6	7	7	7	5	3	2	2	2	4	4	4	4	4	4	2	3	3	3	4	4	4	4	4	7	0	6	6	2	4	3	1
1509230	1	2		S4	1	3	4	3	6	6	2	6	6	5	5	5	6	5	5	6	5	6	6	5	3	5	2	5	2	4	5	6	5	6	5	6	4	6	5	6	4	5	5	2	4	5	5	4	5	3	5	6	4	5	4	5	6	5	6	7	6	5	5	6	4	5	5	6	4	6	3	4	5	6	3	4	5	6	4	5	3	5	6	3	2	4	6	6	4	6	4	6	3	5	5	3	5	1	2	3	2	3	1	5
243846	1	2		S5	1	7	7	5	7	7	7	6	7	4	4	5	5	4	6	4	4	4	1	1	1	5	1	1	7	1	4	1	5	5	6	5	6	6	3	7	6	6	6	6	7	7	2	6	1	4	4	2	1	4	4	4	4	4	4	4	5	5	4	7	7	7	7	5	6	7	6	6	6	6	7	7	5	7	5	6	4	3	3	3	4	5	4	2	2	3	7	5	5	6	1	1	1	1	5	6	2	4	1	4
1561354	1	2		note 3	1	4	3	7	2	2	4	1	1	1	1	1	1	1	1	5	5	6	3	1	7	7	7	2	7	2	2	3	7	7	5	7	5	2	7	5	3	2	3	4	3	1	1	7	6	1	1	2	7	1	3	5	3	4	4	7	4	7	3	1	1	1	1	3	3	2	2	2	1	1	1	1	4	1	1	1	1	1	1	2	4	4	3	5	1	2	4	1	1	1	6	2	1	0	4	3	2	4	1	5
32158	1	2		s3	1	5	4	3	3	3	3	3	3	2	2	5	3	3	3	3	4	3	2	3	3	3	2	3	4	3	2	5	5	4	3	4	3	4	3	5	5	3	3	6	5	5	5	5	3	3	4	3	3	5	5	5	4	4	4	3	4	5	4	3	3	4	2	5	5	5	5	5	5	4	5	4	5	2	3	4	5	5	4	4	3	3	3	1	1	2	6	1	1	1	2	3	3	0	6	7	1	1	1	1
SR062614	1	1		5	2	6	6	6	7	5	4	7	7	4	6	5	6	6	6	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	4	4	2	3	3	4	2	3	2	2	2	3	4	3	4	4	4	7	7	7	5	5	5	5	3	1	1	7	7	7	6	6	5	6	6	6	6	6	7	7	4	7	7	7	7	4	4	4	4	4	4	2	2	2	3	2	1	1	2	1	5	1	5	4	3	5	7	4
183006	1	9	Huawei	Prism	1	2	3	2	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	2	6	3	6	6	7	6	7	7	7	6	7	3	7	7	7	7	7	6	7	2	1	1	1	1	4	4	4	6	5	3	6	6	6	6	2	1	1	1	1	5	1	3	3	3	1	3	2	6	5	3	6	6	2	3	5	5	5	5	5	5	7	7	1	1	1	1	3	3	1	4	3	1	2	2	1
417058	1	1		4s	2	5	5	5	5	5	5	3	4	3	4	2	4	2	4	1	1	1	1	2	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	6	6	6	6	2	2	2	2	2	2	2	4	4	4	4	4	4	4	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	0	6	15	2	7	2	5
1492859	1	3		HTC one	1	5	6	6	3	4	5	6	5	5	2	4	5	6	5	3	5	6	3	5	2	4	6	6	3	4	5	6	7	4	3	5	6	6	3	5	3	5	5	2	4	6	5	3	5	6	4	5	6	6	4	5	2	4	5	6	7	3	5	6	3	5	4	3	5	6	6	4	5	4	3	4	5	4	2	2	3	6	3	6	2	3	5	6	4	3	7	2	5	6	6	3	5	1	4	10	2	2	3	4
1117348	1	1		5S	2	5	5	4	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	7	1	1	1	4	4	4	7	4	6	7	7	4	4	4	4	7	7	4	4	7	7	7	7	7	7	4	1	1	1	6	4	4	1	4	1	1	1	1	1	7	7	7	7	7	7	7	6	7	7	7	7	7	5	6	5	6	7	4	4	4	4	4	4	1	2	1	7	5	6	6	1	1	6	0	5	3	2	4	4	5
1435957	1	1		s4	2	7	7	7	7	7	4	4	4	4	7	4	4	4	4	4	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	1	7	7	7	7	1	1	7	7	1	7	1	7	1	7	4	4	4	4	4	4	1	7	7	7	7	7	7	7	4	4	4	7	7	7	5	7	7	7	7	7	7	1	5	1	2	7	1	7
1104260	1	1		iPhone 4	2	4	4	3	6	6	6	6	5	6	6	6	6	5	6	4	3	3	1	1	1	1	1	4	1	2	4	5	5	5	5	3	4	3	2	5	5	5	5	5	5	5	5	5	4	5	5	5	3	4	4	4	2	4	4	4	2	2	2	5	5	5	5	4	5	6	3	5	5	5	6	5	3	6	5	3	5	4	4	4	4	4	4	2	2	2	3	4	5	5	2	2	5	1	6	5	1	5	2	5
1249300	1	1		iphone 4	2	7	6	5	6	5	5	6	5	5	6	6	5	5	6	6	5	5	6	6	5	5	6	6	5	5	6	6	5	5	6	6	5	5	6	5	5	6	5	6	5	6	6	5	5	5	6	5	6	6	5	5	5	6	5	6	6	5	6	6	5	5	6	6	5	6	6	5	5	6	6	5	5	5	5	6	5	5	6	6	6	5	5	5	5	6	5	5	6	6	6	5	5	0	4	9	6	4	5	6
909100	1	4		OptimusV	2	5	5	4	6	7	6	5	5	4	4	2	4	4	5	4	4	1	1	1	1	4	1	1	1	1	4	1	1	1	1	1	4	4	4	1	1	1	2	4	4	3	2	6	3	1	1	1	1	4	4	4	1	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	4	4	4	1	5	4	6	6	4	4	4	6	7	7	1	1	1	7	1	1	1	1	1	1	1	4	3	1	4	4	4
507539	1	1		s4	2	7	7	7	7	7	7	4	4	7	7	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	1	4	1	4	4	4	4	4	1	4	4	4	1	1	1	7	1	1	1	4	1	7	4	4	4	4	7	7	7	4	5	3	3	4	3	2	3	7	4	2	3	3	4	3	7	4	4	4	7	7	7	7	6	7	4	3	2	5	5	2	4	7	7	7	6	3	3	0	5	11	4	6	3	7
41462	1	6		Lumina 521	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	6	3	1	2	1	1
1150779	1	9	Kyocera		1	5	4	2	6	6	6	4	5	5	4	2	4	4	6	4	4	2	2	2	2	4	3	4	3	2	4	2	5	3	2	4	3	4	3	4	4	5	4	4	4	2	4	6	4	4	4	4	4	4	4	4	5	4	4	4	5	5	5	5	4	5	6	5	4	6	5	5	5	5	5	5	3	7	7	7	7	6	5	5	5	5	4	1	1	1	7	1	1	1	2	2	4	0	5	2	1	1	1	3
1141445	1	1		5s	2	3	3	4	2	3	3	4	3	4	4	4	3	4	3	4	4	4	5	5	5	5	6	6	5	4	4	4	4	4	5	4	4	4	4	4	3	3	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	6	5	2	2	2	3	3	4	4	4	4	4	4	3	3	5	3	3	3	3	3	3	3	4	4	4	6	5	5	3	3	3	3	4	4	3	0	4	16	4	6	2	5
1109526	1	1		I5	2	7	7	7	7	7	7	1	2	1	1	1	1	1	1	7	7	7	7	7	7	7	7	4	4	3	1	7	5	3	4	4	5	4	7	4	3	2	5	5	4	1	3	3	5	4	5	7	7	2	6	3	4	5	7	3	4	5	6	2	3	3	1	5	4	4	7	4	5	6	2	1	2	2	4	4	2	3	3	3	3	4	3	3	6	7	3	7	7	4	4	5	4	0	5	8	2	4	4	7
1533413	1	1		iPhone 4	2	3	5	4	5	3	2	6	6	7	5	5	6	7	6	4	5	6	5	5	6	6	3	6	3	5	6	6	4	3	5	3	5	5	6	3	4	5	5	6	5	3	5	3	4	7	4	5	2	2	4	6	6	5	5	6	4	5	6	6	5	4	6	5	4	6	4	4	4	4	6	6	6	6	5	4	5	5	3	5	6	4	5	2	3	4	6	5	6	6	3	5	5	0	2	4	3	1	4	6
1557955	1	1		5s	2	5	5	5	5	5	4	4	5	4	4	4	4	4	5	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	5	4	3	5	5	4	4	3	3	3	4	4	4	3	4	4	4	4	4	4	5	5	5	5	4	4	4	4	4	4	4	5	5	3	5	5	5	6	5	5	5	4	4	4	6	6	6	4	6	5	6	5	4	5	0	5	6	2	7	1	4
520685	1	2		S3	1	4	3	2	6	6	6	6	6	6	4	5	5	4	4	4	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	3	3	3	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	5	5	5	5	4	4	4	4	4	4	4	4	6	3	4	4	5	5	5	5	5	4	4	4	2	2	3	7	2	2	2	4	4	5	0	5	8	1	1	1	4
1244312	1	1		5s	2	3	3	3	7	7	7	6	2	5	7	6	7	6	6	1	5	5	4	1	5	1	1	5	4	5	6	6	7	7	7	6	4	6	5	6	7	7	6	7	6	6	5	6	4	5	5	3	1	6	5	5	6	6	5	5	3	4	5	7	7	7	7	5	5	4	6	6	5	7	7	7	6	6	6	7	6	5	4	4	4	4	4	2	4	4	4	4	5	4	6	6	6	1	3	16	2	7	2	5
208436	1	1		5	2	4	3	1	6	6	6	7	7	7	7	7	7	7	7	3	3	3	3	6	5	5	5	6	6	6	7	6	6	6	6	6	6	6	6	7	7	6	6	7	6	6	5	6	5	7	7	7	7	6	6	6	7	7	7	7	3	2	2	7	7	7	7	5	5	5	5	5	5	5	6	6	6	5	5	5	5	4	4	4	3	3	3	3	2	2	5	4	3	5	4	5	5	1	4	11	4	5	5	3
1536180	1	2			1	7	7	6	7	7	6	5	3	1	2	4	4	2	5	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	5	5	5	2	2	2	3	3	3	3	3	3	3	6	6	4	4	6	6	6	7	7	7	7	3	3	3	3	3	3	3	3	3	3	7	7	7	7	7	7	7	7	7	7	4	4	4	6	5	5	5	5	5	5	0	5	2	1	2	1	3
1202241	1	3		One	2	7	5	7	1	1	2	1	1	5	1	4	4	1	1	3	4	2	7	1	7	7	7	7	7	7	4	1	7	7	7	7	7	7	7	6	7	7	7	4	7	7	4	4	4	4	4	7	7	7	7	7	7	4	4	4	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	7	4	4	4	4	4	4	4	3	6	5	5	6	4	3	4	1	4	5	4	4	1	6
38442	1	1		S4	2	1	1	2	1	1	1	3	3	3	3	4	3	3	3	3	3	2	3	2	4	3	3	3	4	4	4	4	3	4	4	2	3	3	4	4	4	3	3	2	3	5	3	4	4	3	3	3	5	3	4	3	3	3	3	3	2	3	3	3	3	3	2	4	3	3	3	3	3	2	4	3	4	2	2	3	2	1	2	3	3	3	4	3	6	3	5	1	3	3	5	4	1	0	7	15	3	5	5	6
SR062614	1	4		Enact	2	1	2	1	3	1	7	7	4	3	7	1	1	1	7	1	1	1	1	1	1	4	1	1	1	4	5	7	5	5	7	4	5	7	5	7	7	7	5	7	6	7	7	7	4	5	5	3	1	4	4	4	4	4	4	4	5	7	7	7	5	7	4	7	7	7	4	7	7	7	7	7	1	7	7	7	4	4	4	5	7	7	7	3	5	5	7	1	1	1	1	1	7	1	3	8	1	1	1	1
297143	1	3		One S	1	3	3	5	6	6	6	3	4	5	5	5	5	5	5	4	4	4	4	3	4	4	4	4	3	4	5	6	4	4	5	6	6	5	5	5	6	5	5	5	5	6	4	4	4	5	5	5	4	5	5	5	5	5		5	4	4	4	5	5	5	5	4	4	4	4	4	4	4	5	5	5	6	5	6	6	5	5	4	5	5	5	5	5	5	6	6	5	6	5	6	6	1	3	8	2	4	4	5
1385341	1	9	Kyocera		2	6	6	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	5	6	6	4	7	5	3	4	5	1	1	1	1	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	5	1	4	3	4	4	4	6	7	7	1	1	4	6	1	1	1	1	1	4	1	5	6	1	2	1	1
1559218	1	2			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	4	4	4	4	4	4	4	4	4	4	4	4	7	4	4	5	4	4	4	4	4	4	4	4	4	5	1	1	1	1	1	1	1	3	4	1	1	1	1
1206955	1	1		C5	2	7	7	6	6	6	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	2	2	2	2	2	2	2	2	3	3	3	1	4	4	2	3	4	4	2	2	4	1	2	2	2	1	3	2	1	2	1	1	1	4	4	4	7	5	4	4	4	2	4	1	1	1	2	3	4	2	6	4	4	3	6	6	6	4	4	4	4	4	4	4	2	2	4	1	1	3	1	4	10	1	3	1	4
1521344	1	2		galaxy wonder	1	5	5	7	4	4	4	3	3	2	4	3	4	4	3	4	4	4	3	4	5	4	3	3	3	2	2	3	1	1	1	2	2	5	1	2	2	2	1	3	2	2	5	5	2	3	5	4	4	4	4	4	5	4	5	5	6	7	7	3	5	4	5	5	5	5	5	5	5	5	5	4	2	5	6	3	5	6	6	7	5	6	5	5	6	4	6	5	6	6	5	5	5	0	2	1	2	3	2	6
898333	1	1		5C	2	6	6	5	6	6	6	6	6	4	4	4	5	6	6	2	2	2	2	4	2	4	3	3	2	3	4	3	5	5	5	6	5	6	6	6	7	7	7	7	7	7	5	6	5	7	7	4	4	6	5	6	5	5	6	4	4	4	4	7	7	6	7	5	6	7	6	7	7	7	7	7	7	6	6	7	7	5	5	3	4	4	3	1	1	1	4	5	5	6	5	4	4	1	5	11	3	7	7	4
1191913	1	1		iPhone 5C	2	6	6	6	6	5	5	4	5	5	5	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	6	5	5	5	6	6	6	5	5	5	4	4	4	4	6	5	5	6	5	5	5	5	5	5	6	6	5	5	5	6	6	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	4	4	4	4	4	4	4	5	5	4	4	5	1	3	16	2	4	3	5
1285175	1	1		5s	2	5	6	6	4	5	5	4	5	4	5	4	4	5	5	4	5	4	5	5	4	5	5	4	3	4	5	3	4	3	4	4	5	4	5	4	5	4	5	5	5	4	3	4	5	5	4	4	5	4	4	4	3	4	3	4	3	4	4	3	4	5	5	4	3	5	4	3	4	5	3	4	5	3	4	4	3	2	3	3	2	2	3	2	3	3	4	4	4	5	4	3	4	0	3	1	1	2	2	5
1388335	1	2		S4	1	5	5	1	5	5	2	5	3	5	5	3	4	5	5	1	1	1	3	5	7	4	7	7	7	6	7	2	1	1	2	6	6	4	6	2	1	2	3	4	1	1	7	3	7	7	4	4	3	5	5	4	5	4	4	5	4	5	3	6	6	7	5	1	1	4	1	2	1	4	5	6	3	7	6	7	7	5	5	3	1	1	1	6	7	7	6	7	7	7	5	3	7	0	2	1	5	3	2	5
507828	1	9	zte	zte	2	5	5	6	2	2	5	1	2	3	1	4	4	4	3	4	4	4	3	4	6	4	6	4	4	7	4	4	6	4	6	5	4	4	4	2	3	3	4	3	3	3	4	1	4	5	7	7	7	4	4	4	4	4	3	4	4	4	5	2	1	1	1	1	2	2	4	1	3	3	2	3	4	3	2	5	1	2	3	2	2	4	3	4	4	3	6	3	4	4	4	4	2	1	5	1	3	3	1	5
1550995	1	1		s4	2	1	1	3	7	7	4	7	3	5	6	7	4	4	7	7	7	7	7	7	7	7	7	7	7	7	7	4	3	3	2	6	6	5	7	5	1	6	6	1	6	7	4	1	7	6	6	7	7	7	7	7	7	7	7	7	6	7	7	1	1	4	4	6	4	4	4	4	4	7	5	6	7	1	2	1	1	1	3	3	1	1	1	7	1	1	7	7	6	4	6	7	5	1	2	3	1	2	2	4
1372022	1	2		S5	1	4	4	3	7	7	7	7	7	7	7	7	7	7	6	4	4	4	4	1	1	1	1	1	1	1	7	1	7	5	5	5	7	7	6	7	7	7	7	7	7	7	7	4	5	7	1	1	1	5	5	7	7	7	7	7	1	1	1	7	7	7	7	7	7	7	4	4	4	7	7	7	7	7	5	7	7	4	4	4	4	4	4	4	4	5	7	4	5	7	4	4	7	0	5	3	2	3	1	4
SR062614	1	4		Optimus G	2	2	2	1	6	6	6	4	5	4	4	2	3	4	2	4	3	2	1	2	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	5	5	2	3	2	1	2	4	2	2	4	4	4	1	4	4	3	1	1	1	7	7	5	6	6	6	7	2	3	2	3	5	5	1	6	7	7	7	6	5	6	5	5	5	2	2	2	4	1	1	1	1	1	5	1	4	10	6	7	3	5
88803	1	1		iPhone 5s	2	1	1	1	7	7	7	7	7	7	7	7	7	7	7	1	3	3	4	1	1	1	1	1	1	4	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	7	7	7	7	7	1	1	1	6	6	6	1	5	5	2	1	3	7	1	5	10	3	5	5	4
516340	1	4		G2	2	4	6	7	1	1	1	1	1	1	1	2	3	3	1	5	4	4	6	1	7	1	7	5	7	7	4	3	1	1	1	1	2	2	4	1	1	1	1	1	1	3	3	3	3	4	4	3	5	4	4	4	6	4	5	4	5	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	3	5	4	5	4	4	4	6	7	7	6	7	7	7	2	3	4	1	5	9	1	4	1	4
1500375	1	4		optimus select	2	4	3	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	3	1	1	2	3	5	2	3	3	5	1	3	1	1	1	1	1	1	1	4	1	1	1	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	7	7	6	6	7	7	7	7	5	2	5	6	6	6	7	2	4	6	1	5	3	2	4	2	4
1109008	1	3		desire	2	5	5	5	4	4	4	6	7	4	4	2	4	3	2	3	4	4	3	2	1	1	1	1	1	1	2	7	5	5	4	4	4	3	1	4	6	6	4	5	4	5	5	5	3	4	4	3	3	4	4	4	2	4	4	4	3	3	4	3	3	4	3	5	5	5	5	5	5	5	6	5	4	6	3	5	5	6	5	6	4	5	5	6	2	5	6	2	2	2	2	1	4	0	5	12	1	1	1	2
1374066	1	9	ZTE	AWE	2	7	5	4	4	4	4	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	4	4	2	4	4	4	4	4	4	4	1	1	2	1	1	1	1	1	2	1	2	5	2	1	7	7	7	2	2	1	2	1	2	1	2	1	2	1	7	7	7	7	6	7	6	7	7	6	7	7	7	7	2	1	4	4	2	5	1	4	4	3	2	1	6
982600	1	1		apple I phone 4	2	6	6	6	5	5	5	4	4	4	4	4	4	4	4	4	4	3	1	4	4	4	4	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	2	4	6	2	1	2	4	5	5	5	5	1	1	1	5	5	5	4	4	5	5	7	7	7	7	4	2	2	1	5	4	6	5	6	1	7	7	7	7	6	6	6	5	5	5	5	6	6	3	6	6	6	6	6	6	0	5	8	2	6	3	4
1528522	1	2		"""note2"""	1	3	2	2	6	6	4	6	4	5	6	6	6	6	5	4	5	4	2	1	1	4	5	3	4	2	7	3	2	2	5	3	2	5	4	2	4	5	3	4	4	5	7	5	5	4	4	3	2	5	4	4	5	6	6	4	5	5	4	7	6	6	6	5	5	5	7	6	6	6	6	6	3	6	5	6	5	4	5	4	5	3	4	4	6	6	6	3	3	3	5	4	5	1	3	3	4	6	2	4
